alignment_name,member_end,member_start,ref_end,ref_start,sequence_id,source_name
AL_1a,4068,1,9221,5154,OK504040,ncbi-curated
AL_1a,4068,1,9221,5154,OK504041,ncbi-curated
AL_1a,4068,1,9221,5154,OK504042,ncbi-curated
AL_1a,4068,1,9221,5154,OK504043,ncbi-curated
AL_1a,4068,1,9221,5154,OK504044,ncbi-curated
AL_1a,4068,1,9221,5154,OK504045,ncbi-curated
AL_1a,4068,1,9221,5154,OK504046,ncbi-curated
AL_1a,4068,1,9221,5154,OK504047,ncbi-curated
AL_1a,4068,1,9221,5154,OK504048,ncbi-curated
AL_1a,4068,1,9221,5154,OK504049,ncbi-curated
AL_1a,4068,1,9221,5154,OK504050,ncbi-curated
AL_1a,4068,1,9221,5154,OK504051,ncbi-curated
AL_1a,4068,1,9221,5154,OK504052,ncbi-curated
AL_1a,4068,1,9221,5154,OK504053,ncbi-curated
AL_1a,4068,1,9221,5154,OK504054,ncbi-curated
AL_1a,4068,1,9221,5154,OK504055,ncbi-curated
AL_1a,4068,1,9221,5154,OK504056,ncbi-curated
AL_1a,4068,1,9221,5154,OK504057,ncbi-curated
AL_1a,4068,1,9221,5154,OK504058,ncbi-curated
AL_1a,4068,1,9221,5154,OK504059,ncbi-curated
AL_1a,4068,1,9221,5154,OK504060,ncbi-curated
AL_1a,4068,1,9221,5154,OK504061,ncbi-curated
AL_1a,4068,1,9221,5154,OK504062,ncbi-curated
AL_1a,4068,1,9221,5154,OK504063,ncbi-curated
AL_1a,4068,1,9221,5154,OK504064,ncbi-curated
AL_1a,4932,1,5312,381,OK504065,ncbi-curated
AL_1a,4932,1,5312,381,OK504066,ncbi-curated
AL_1a,4932,1,5312,381,OK504067,ncbi-curated
AL_1a,4932,1,5312,381,OK504068,ncbi-curated
AL_1a,4932,1,5312,381,OK504069,ncbi-curated
AL_1a,4932,1,5312,381,OK504070,ncbi-curated
AL_1a,4932,1,5312,381,OK504071,ncbi-curated
AL_1a,4932,1,5312,381,OK504072,ncbi-curated
AL_1a,4932,1,5312,381,OK504073,ncbi-curated
AL_1a,4932,1,5312,381,OK504074,ncbi-curated
AL_1a,4932,1,5312,381,OK504075,ncbi-curated
AL_1a,4932,1,5312,381,OK504076,ncbi-curated
AL_1a,4932,1,5312,381,OK504077,ncbi-curated
AL_1a,4932,1,5312,381,OK504078,ncbi-curated
AL_1a,4932,1,5312,381,OK504079,ncbi-curated
AL_1a,4932,1,5312,381,OK504080,ncbi-curated
AL_1a,4932,1,5312,381,OK504081,ncbi-curated
AL_1a,4932,1,5312,381,OK504082,ncbi-curated
AL_1a,4932,1,5312,381,OK504083,ncbi-curated
AL_1a,4932,1,5312,381,OK504084,ncbi-curated
AL_1a,4932,1,5312,381,OK504085,ncbi-curated
AL_1a,4932,1,5312,381,OK504086,ncbi-curated
AL_1a,4932,1,5312,381,OK504087,ncbi-curated
AL_1a,4932,1,5312,381,OK504088,ncbi-curated
AL_1a,4932,1,5312,381,OK504089,ncbi-curated
AL_1a,4932,1,5312,381,OK504090,ncbi-curated
AL_1a,4932,1,5312,381,OK504091,ncbi-curated
AL_1a,4932,1,5312,381,OK504092,ncbi-curated
AL_1a,4932,1,5312,381,OK504093,ncbi-curated
AL_1a,4932,1,5312,381,OK504094,ncbi-curated
AL_1a,4932,1,5312,381,OK504095,ncbi-curated
AL_1a,4932,1,5312,381,OK504096,ncbi-curated
AL_1a,4932,1,5312,381,OK504097,ncbi-curated
AL_1a,4932,1,5312,381,OK504098,ncbi-curated
AL_1a,4932,1,5312,381,OK504099,ncbi-curated
AL_1a,4932,1,5312,381,OK504100,ncbi-curated
AL_1a,4932,1,5312,381,OK504101,ncbi-curated
AL_1a,4932,1,5312,381,OK504102,ncbi-curated
AL_1a,4932,1,5312,381,OK504103,ncbi-curated
AL_1a,4932,1,5312,381,OK504104,ncbi-curated
AL_1a,4932,1,5312,381,OK504105,ncbi-curated
AL_1a,4932,1,5312,381,OK504106,ncbi-curated
AL_1a,4932,1,5312,381,OK504107,ncbi-curated
AL_1a,4932,1,5312,381,OK504108,ncbi-curated
AL_1a,4932,1,5312,381,OK504109,ncbi-curated
AL_1a,4932,1,5312,381,OK504110,ncbi-curated
AL_1a,4932,1,5312,381,OK504111,ncbi-curated
AL_1a,4932,1,5312,381,OK504112,ncbi-curated
AL_1a,4932,1,5312,381,OK504113,ncbi-curated
AL_1a,4932,1,5312,381,OK504114,ncbi-curated
AL_1a,4932,1,5312,381,OK504115,ncbi-curated
AL_1a,4932,1,5312,381,OK504116,ncbi-curated
AL_1a,4932,1,5312,381,OK504117,ncbi-curated
AL_1a,4932,1,5312,381,OK504118,ncbi-curated
AL_1a,4932,1,5312,381,OK504119,ncbi-curated
AL_1a,4932,1,5312,381,OK504120,ncbi-curated
AL_1a,4932,1,5312,381,OK504121,ncbi-curated
AL_1a,4932,1,5312,381,OK504122,ncbi-curated
AL_1a,4068,1,9221,5154,OK504123,ncbi-curated
AL_1a,4068,1,9221,5154,OK504124,ncbi-curated
AL_1a,4068,1,9221,5154,OK504125,ncbi-curated
AL_1a,4068,1,9221,5154,OK504126,ncbi-curated
AL_1a,4068,1,9221,5154,OK504127,ncbi-curated
AL_1a,4068,1,9221,5154,OK504128,ncbi-curated
AL_1a,4068,1,9221,5154,OK504129,ncbi-curated
AL_1a,4068,1,9221,5154,OK504130,ncbi-curated
AL_1a,4068,1,9221,5154,OK504131,ncbi-curated
AL_1a,4068,1,9221,5154,OK504132,ncbi-curated
AL_1a,4068,1,9221,5154,OK504133,ncbi-curated
AL_1a,4068,1,9221,5154,OK504134,ncbi-curated
AL_1a,4068,1,9221,5154,OK504135,ncbi-curated
AL_1a,4068,1,9221,5154,OK504136,ncbi-curated
AL_1a,4068,1,9221,5154,OK504137,ncbi-curated
AL_1a,4068,1,9221,5154,OK504138,ncbi-curated
AL_1a,4068,1,9221,5154,OK504139,ncbi-curated
AL_1a,4068,1,9221,5154,OK504140,ncbi-curated
AL_1a,4068,1,9221,5154,OK504141,ncbi-curated
AL_1a,4068,1,9221,5154,OK504142,ncbi-curated
AL_1a,4068,1,9221,5154,OK504143,ncbi-curated
AL_1a,4068,1,9221,5154,OK504144,ncbi-curated
AL_1a,4068,1,9221,5154,OK504145,ncbi-curated
AL_1a,4068,1,9221,5154,OK504146,ncbi-curated
AL_1a,4068,1,9221,5154,OK504147,ncbi-curated
AL_1a,4068,1,9221,5154,OK504148,ncbi-curated
AL_1a,4068,1,9221,5154,OK504149,ncbi-curated
AL_1a,4068,1,9221,5154,OK504150,ncbi-curated
AL_1a,4068,1,9221,5154,OK504151,ncbi-curated
AL_1a,4068,1,9221,5154,OK504152,ncbi-curated
AL_1a,4068,1,9221,5154,OK504153,ncbi-curated
AL_1a,4068,1,9221,5154,OK504154,ncbi-curated
AL_1a,4068,1,9221,5154,OK504155,ncbi-curated
AL_1a,4068,1,9221,5154,OK504156,ncbi-curated
AL_1a,4068,1,9221,5154,OK504157,ncbi-curated
AL_1a,4068,1,9221,5154,OK504158,ncbi-curated
AL_1a,4068,1,9221,5154,OK504159,ncbi-curated
AL_1a,4068,1,9221,5154,OK504160,ncbi-curated
AL_1a,4068,1,9221,5154,OK504161,ncbi-curated
AL_1a,4932,1,5312,381,OK504162,ncbi-curated
AL_1a,4932,1,5312,381,OK504163,ncbi-curated
AL_1a,4932,1,5312,381,OK504164,ncbi-curated
AL_1a,4932,1,5312,381,OK504165,ncbi-curated
AL_1a,4932,1,5312,381,OK504166,ncbi-curated
AL_1a,4932,1,5312,381,OK504167,ncbi-curated
AL_1a,4932,1,5312,381,OK504168,ncbi-curated
AL_1a,4932,1,5312,381,OK504169,ncbi-curated
AL_1a,4932,1,5312,381,OK504170,ncbi-curated
AL_1a,4932,1,5312,381,OK504171,ncbi-curated
AL_1a,4932,1,5312,381,OK504172,ncbi-curated
AL_1a,4932,1,5312,381,OK504173,ncbi-curated
AL_1a,4932,1,5312,381,OK504174,ncbi-curated
AL_1a,4932,1,5312,381,OK504175,ncbi-curated
AL_1a,4932,1,5312,381,OK504176,ncbi-curated
AL_1a,4932,1,5312,381,OK504177,ncbi-curated
AL_1a,4932,1,5312,381,OK504178,ncbi-curated
AL_1a,4932,1,5312,381,OK504179,ncbi-curated
AL_1a,4932,1,5312,381,OK504180,ncbi-curated
AL_1a,4932,1,5312,381,OK504181,ncbi-curated
AL_1a,4932,1,5312,381,OK504182,ncbi-curated
AL_1a,4932,1,5312,381,OK504183,ncbi-curated
AL_1a,4932,1,5312,381,OK504184,ncbi-curated
AL_1a,4932,1,5312,381,OK504185,ncbi-curated
AL_1a,4932,1,5312,381,OK504186,ncbi-curated
AL_1a,4932,1,5312,381,OK504187,ncbi-curated
AL_1a,4932,1,5312,381,OK504188,ncbi-curated
AL_1a,4932,1,5312,381,OK504189,ncbi-curated
AL_1a,4932,1,5312,381,OK504190,ncbi-curated
AL_1a,4932,1,5312,381,OK504191,ncbi-curated
AL_1a,4932,1,5312,381,OK504192,ncbi-curated
AL_1a,4932,1,5312,381,OK504193,ncbi-curated
AL_1a,4932,1,5312,381,OK504194,ncbi-curated
AL_1a,4932,1,5312,381,OK504195,ncbi-curated
AL_1a,4932,1,5312,381,OK504196,ncbi-curated
AL_1a,4932,1,5312,381,OK504197,ncbi-curated
AL_1a,4932,1,5312,381,OK504198,ncbi-curated
AL_1a,4932,1,5312,381,OK504199,ncbi-curated
AL_1a,4932,1,5312,381,OK504200,ncbi-curated
AL_1a,4932,1,5312,381,OK504201,ncbi-curated
AL_1a,4932,1,5312,381,OK504202,ncbi-curated
AL_1a,4932,1,5312,381,OK504203,ncbi-curated
AL_1a,4932,1,5312,381,OK504204,ncbi-curated
AL_1a,4932,1,5312,381,OK504205,ncbi-curated
AL_1a,4932,1,5312,381,OK504206,ncbi-curated
AL_1a,4932,1,5312,381,OK504207,ncbi-curated
AL_1a,4932,1,5312,381,OK504208,ncbi-curated
AL_1a,4932,1,5312,381,OK504209,ncbi-curated
AL_1a,4932,1,5312,381,OK504210,ncbi-curated
AL_1a,4932,1,5312,381,OK504211,ncbi-curated
AL_1a,4932,1,5312,381,OK504212,ncbi-curated
AL_1a,4932,1,5312,381,OK504213,ncbi-curated
AL_1a,4932,1,5312,381,OK504214,ncbi-curated
AL_1a,4932,1,5312,381,OK504215,ncbi-curated
AL_1a,4932,1,5312,381,OK504216,ncbi-curated
AL_1a,4932,1,5312,381,OK504217,ncbi-curated
AL_1a,4932,1,5312,381,OK504218,ncbi-curated
AL_1a,4932,1,5312,381,OK504219,ncbi-curated
AL_1a,4932,1,5312,381,OK504220,ncbi-curated
AL_1a,4932,1,5312,381,OK504221,ncbi-curated
AL_1a,4932,1,5312,381,OK504222,ncbi-curated
AL_1a,4932,1,5312,381,OK504223,ncbi-curated
AL_1a,4932,1,5312,381,OK504224,ncbi-curated
AL_1a,4932,1,5312,381,OK504225,ncbi-curated
AL_1a,4932,1,5312,381,OK504226,ncbi-curated
AL_1a,4932,1,5312,381,OK504227,ncbi-curated
AL_1a,4932,1,5312,381,OK504228,ncbi-curated
AL_1a,4932,1,5312,381,OK504229,ncbi-curated
AL_1a,4932,1,5312,381,OK504230,ncbi-curated
AL_1a,4932,1,5312,381,OK504231,ncbi-curated
AL_1a,4932,1,5312,381,OK504232,ncbi-curated
AL_1a,4932,1,5312,381,OK504233,ncbi-curated
AL_1a,4932,1,5312,381,OK504234,ncbi-curated
AL_1a,4932,1,5312,381,OK504235,ncbi-curated
AL_1a,4932,1,5312,381,OK504236,ncbi-curated
AL_1a,4932,1,5312,381,OK504237,ncbi-curated
AL_1a,4932,1,5312,381,OK504238,ncbi-curated
AL_1a,4932,1,5312,381,OK504239,ncbi-curated
AL_1a,4932,1,5312,381,OK504240,ncbi-curated
AL_1a,4932,1,5312,381,OK504241,ncbi-curated
AL_1a,4932,1,5312,381,OK504242,ncbi-curated
AL_1a,4932,1,5312,381,OK504243,ncbi-curated
AL_1a,4932,1,5312,381,OK504244,ncbi-curated
AL_1a,4932,1,5312,381,OK504245,ncbi-curated
AL_1a,4932,1,5312,381,OK504246,ncbi-curated
AL_1a,4932,1,5312,381,OK504247,ncbi-curated
AL_1a,4932,1,5312,381,OK504248,ncbi-curated
AL_1a,4932,1,5312,381,OK504249,ncbi-curated
AL_1a,4932,1,5312,381,OK504250,ncbi-curated
AL_1a,4932,1,5312,381,OK504251,ncbi-curated
AL_1a,4932,1,5312,381,OK504252,ncbi-curated
AL_1a,4932,1,5312,381,OK504253,ncbi-curated
AL_1a,4932,1,5312,381,OK504254,ncbi-curated
AL_1a,4932,1,5312,381,OK504255,ncbi-curated
AL_1a,4932,1,5312,381,OK504256,ncbi-curated
AL_1a,4932,1,5312,381,OK504257,ncbi-curated
AL_1a,4932,1,5312,381,OK504258,ncbi-curated
AL_1a,4932,1,5312,381,OK504259,ncbi-curated
AL_1a,4932,1,5312,381,OK504260,ncbi-curated
AL_1a,4932,1,5312,381,OK504261,ncbi-curated
AL_1a,4932,1,5312,381,OK504262,ncbi-curated
AL_1a,4932,1,5312,381,OK504263,ncbi-curated
AL_1a,4932,1,5312,381,OK504264,ncbi-curated
AL_1a,4932,1,5312,381,OK504265,ncbi-curated
AL_1a,4932,1,5312,381,OK504266,ncbi-curated
AL_1a,4932,1,5312,381,OK504267,ncbi-curated
AL_1a,4932,1,5312,381,OK504268,ncbi-curated
AL_1a,4932,1,5312,381,OK504269,ncbi-curated
AL_1a,4932,1,5312,381,OK504270,ncbi-curated
AL_1a,4932,1,5312,381,OK504271,ncbi-curated
AL_1a,4932,1,5312,381,OK504272,ncbi-curated
AL_1a,4932,1,5312,381,OK504273,ncbi-curated
AL_1a,4932,1,5312,381,OK504274,ncbi-curated
AL_1a,4932,1,5312,381,OK504275,ncbi-curated
AL_1a,4932,1,5312,381,OK504276,ncbi-curated
AL_1a,4932,1,5312,381,OK504277,ncbi-curated
AL_1a,4932,1,5312,381,OK504278,ncbi-curated
AL_1a,4932,1,5312,381,OK504279,ncbi-curated
AL_1a,4932,1,5312,381,OK504280,ncbi-curated
AL_1a,4932,1,5312,381,OK504281,ncbi-curated
AL_1a,4932,1,5312,381,OK504282,ncbi-curated
AL_1a,4932,1,5312,381,OK504283,ncbi-curated
AL_1a,4932,1,5312,381,OK504284,ncbi-curated
AL_1a,4932,1,5312,381,OK504285,ncbi-curated
AL_1a,4932,1,5312,381,OK504286,ncbi-curated
AL_1a,4932,1,5312,381,OK504287,ncbi-curated
AL_1a,4932,1,5312,381,OK504288,ncbi-curated
AL_1a,4932,1,5312,381,OK504289,ncbi-curated
AL_1a,4932,1,5312,381,OK504290,ncbi-curated
AL_1a,4932,1,5312,381,OK504291,ncbi-curated
AL_1a,4932,1,5312,381,OK504292,ncbi-curated
AL_1a,4932,1,5312,381,OK504293,ncbi-curated
AL_1a,4932,1,5312,381,OK504294,ncbi-curated
AL_1a,4932,1,5312,381,OK504295,ncbi-curated
AL_1a,4932,1,5312,381,OK504296,ncbi-curated
AL_1a,4932,1,5312,381,OK504297,ncbi-curated
AL_1a,4932,1,5312,381,OK504298,ncbi-curated
AL_1a,4932,1,5312,381,OK504299,ncbi-curated
AL_1a,4932,1,5312,381,OK504300,ncbi-curated
AL_1a,4932,1,5312,381,OK504301,ncbi-curated
AL_1a,4932,1,5312,381,OK504302,ncbi-curated
AL_1a,4932,1,5312,381,OK504303,ncbi-curated
AL_1a,4932,1,5312,381,OK504304,ncbi-curated
AL_1a,4932,1,5312,381,OK504305,ncbi-curated
AL_1a,4932,1,5312,381,OK504306,ncbi-curated
AL_1a,4932,1,5312,381,OK504307,ncbi-curated
AL_1a,4932,1,5312,381,OK504308,ncbi-curated
AL_1a,4932,1,5312,381,OK504309,ncbi-curated
AL_1a,4932,1,5312,381,OK504310,ncbi-curated
AL_1a,4932,1,5312,381,OK504311,ncbi-curated
AL_1a,4932,1,5312,381,OK504312,ncbi-curated
AL_1a,4932,1,5312,381,OK504313,ncbi-curated
AL_1a,4932,1,5312,381,OK504314,ncbi-curated
AL_1a,4932,1,5312,381,OK504315,ncbi-curated
AL_1b,8976,1,9347,372,OK552682,ncbi-curated
AL_1b,8976,1,9347,372,OK552683,ncbi-curated
AL_1b,8976,1,9347,372,OK552684,ncbi-curated
AL_1b,8976,1,9347,372,OK552685,ncbi-curated
AL_1b,8976,1,9347,372,OK552686,ncbi-curated
AL_1b,8976,1,9347,372,OK552687,ncbi-curated
AL_1b,8976,1,9347,372,OK552688,ncbi-curated
AL_1b,8976,1,9347,372,OK552689,ncbi-curated
AL_1b,8976,1,9347,372,OK552690,ncbi-curated
AL_1b,8976,1,9347,372,OK552691,ncbi-curated
AL_1b,8976,1,9347,372,OK552692,ncbi-curated
AL_1b,8976,1,9347,372,OK552693,ncbi-curated
AL_1b,8976,1,9347,372,OK552694,ncbi-curated
AL_1b,8976,1,9347,372,OK552695,ncbi-curated
AL_1b,8976,1,9347,372,OK552696,ncbi-curated
AL_1b,8976,1,9347,372,OK552697,ncbi-curated
AL_1b,8976,1,9347,372,OK552698,ncbi-curated
AL_1b,8976,1,9347,372,OK552699,ncbi-curated
AL_1b,8976,1,9347,372,OK552700,ncbi-curated
AL_1b,8976,1,9347,372,OK552701,ncbi-curated
AL_1b,8976,1,9347,372,OK552702,ncbi-curated
AL_1b,8976,1,9347,372,OK552703,ncbi-curated
AL_1b,8976,1,9347,372,OK552704,ncbi-curated
AL_1b,4329,1,4700,372,OK552705,ncbi-curated
AL_1b,8631,4330,9347,5046,OK552705,ncbi-curated
AL_1b,8976,1,9347,372,OK552706,ncbi-curated
AL_1b,8976,1,9347,372,OK552707,ncbi-curated
AL_1b,8976,1,9347,372,OK552708,ncbi-curated
AL_1b,8976,1,9347,372,OK552709,ncbi-curated
AL_1b,8976,1,9347,372,OK552710,ncbi-curated
AL_1a,54,1,482,429,OK552711,ncbi-curated
AL_1a,8946,55,9374,483,OK552711,ncbi-curated
AL_1a,54,1,482,429,OK552712,ncbi-curated
AL_1a,8946,55,9374,483,OK552712,ncbi-curated
AL_1a,54,1,482,429,OK552713,ncbi-curated
AL_1a,8946,55,9374,483,OK552713,ncbi-curated
AL_1a,54,1,482,429,OK552714,ncbi-curated
AL_1a,8946,55,9374,483,OK552714,ncbi-curated
AL_1a,54,1,482,429,OK552715,ncbi-curated
AL_1a,8946,55,9374,483,OK552715,ncbi-curated
AL_1a,54,1,482,429,OK552716,ncbi-curated
AL_1a,8946,55,9374,483,OK552716,ncbi-curated
AL_1a,54,1,482,429,OK552717,ncbi-curated
AL_1a,8946,55,9374,483,OK552717,ncbi-curated
AL_1a,54,1,482,429,OK552718,ncbi-curated
AL_1a,8946,55,9374,483,OK552718,ncbi-curated
AL_1a,54,1,482,429,OK552719,ncbi-curated
AL_1a,8946,55,9374,483,OK552719,ncbi-curated
AL_1a,54,1,482,429,OK552720,ncbi-curated
AL_1a,8946,55,9374,483,OK552720,ncbi-curated
AL_1a,54,1,482,429,OK552721,ncbi-curated
AL_1a,8946,55,9374,483,OK552721,ncbi-curated
AL_1a,54,1,482,429,OK552722,ncbi-curated
AL_1a,8946,55,9374,483,OK552722,ncbi-curated
AL_1a,54,1,482,429,OK552723,ncbi-curated
AL_1a,8946,55,9374,483,OK552723,ncbi-curated
AL_1a,54,1,482,429,OK552724,ncbi-curated
AL_1a,8946,55,9374,483,OK552724,ncbi-curated
AL_1a,54,1,482,429,OK552725,ncbi-curated
AL_1a,8946,55,9374,483,OK552725,ncbi-curated
AL_1a,54,1,482,429,OK552726,ncbi-curated
AL_1a,8946,55,9374,483,OK552726,ncbi-curated
AL_1a,54,1,482,429,OK552727,ncbi-curated
AL_1a,8946,55,9374,483,OK552727,ncbi-curated
AL_1a,54,1,482,429,OK552728,ncbi-curated
AL_1a,8946,55,9374,483,OK552728,ncbi-curated
AL_1a,54,1,482,429,OK552729,ncbi-curated
AL_1a,8946,55,9374,483,OK552729,ncbi-curated
AL_1a,54,1,482,429,OK552730,ncbi-curated
AL_1a,8946,55,9374,483,OK552730,ncbi-curated
AL_1a,54,1,482,429,OK552731,ncbi-curated
AL_1a,8946,55,9374,483,OK552731,ncbi-curated
AL_1a,54,1,482,429,OK552732,ncbi-curated
AL_1a,8946,55,9374,483,OK552732,ncbi-curated
AL_1a,54,1,482,429,OK552733,ncbi-curated
AL_1a,8946,55,9374,483,OK552733,ncbi-curated
AL_1a,54,1,482,429,OK552734,ncbi-curated
AL_1a,8946,55,9374,483,OK552734,ncbi-curated
AL_1a,54,1,482,429,OK552735,ncbi-curated
AL_1a,8946,55,9374,483,OK552735,ncbi-curated
AL_1a,54,1,482,429,OK552736,ncbi-curated
AL_1a,8946,55,9374,483,OK552736,ncbi-curated
AL_1a,54,1,482,429,OK552737,ncbi-curated
AL_1a,8946,55,9374,483,OK552737,ncbi-curated
AL_1a,54,1,482,429,OK552738,ncbi-curated
AL_1a,8946,55,9374,483,OK552738,ncbi-curated
AL_1a,54,1,482,429,OK552739,ncbi-curated
AL_1a,8946,55,9374,483,OK552739,ncbi-curated
AL_1a,54,1,482,429,OK552740,ncbi-curated
AL_1a,8946,55,9374,483,OK552740,ncbi-curated
AL_1a,54,1,482,429,OK552741,ncbi-curated
AL_1a,5448,55,5876,483,OK552741,ncbi-curated
AL_1a,8277,5449,9374,6546,OK552741,ncbi-curated
AL_1a,54,1,482,429,OK552742,ncbi-curated
AL_1a,8946,55,9374,483,OK552742,ncbi-curated
AL_1a,54,1,482,429,OK552743,ncbi-curated
AL_1a,8946,55,9374,483,OK552743,ncbi-curated
AL_1a,54,1,482,429,OK552744,ncbi-curated
AL_1a,8946,55,9374,483,OK552744,ncbi-curated
AL_1a,54,1,482,429,OK552745,ncbi-curated
AL_1a,8946,55,9374,483,OK552745,ncbi-curated
AL_1a,54,1,482,429,OK552746,ncbi-curated
AL_1a,8946,55,9374,483,OK552746,ncbi-curated
AL_1a,54,1,482,429,OK552747,ncbi-curated
AL_1a,8946,55,9374,483,OK552747,ncbi-curated
AL_1a,54,1,482,429,OK552748,ncbi-curated
AL_1a,8946,55,9374,483,OK552748,ncbi-curated
AL_1a,54,1,482,429,OK552749,ncbi-curated
AL_1a,8946,55,9374,483,OK552749,ncbi-curated
AL_1a,54,1,482,429,OK552750,ncbi-curated
AL_1a,8946,55,9374,483,OK552750,ncbi-curated
AL_1a,54,1,482,429,OK552751,ncbi-curated
AL_1a,8946,55,9374,483,OK552751,ncbi-curated
AL_1a,54,1,482,429,OK552752,ncbi-curated
AL_1a,8946,55,9374,483,OK552752,ncbi-curated
AL_1a,54,1,482,429,OK552753,ncbi-curated
AL_1a,8946,55,9374,483,OK552753,ncbi-curated
AL_1a,54,1,482,429,OK552754,ncbi-curated
AL_1a,8946,55,9374,483,OK552754,ncbi-curated
AL_1a,54,1,482,429,OK552755,ncbi-curated
AL_1a,8946,55,9374,483,OK552755,ncbi-curated
AL_1a,54,1,482,429,OK552756,ncbi-curated
AL_1a,8946,55,9374,483,OK552756,ncbi-curated
AL_1a,54,1,482,429,OK552757,ncbi-curated
AL_1a,8946,55,9374,483,OK552757,ncbi-curated
AL_1a,54,1,482,429,OK552758,ncbi-curated
AL_1a,8946,55,9374,483,OK552758,ncbi-curated
AL_1a,54,1,482,429,OK552759,ncbi-curated
AL_1a,8946,55,9374,483,OK552759,ncbi-curated
AL_1a,54,1,482,429,OK552760,ncbi-curated
AL_1a,8946,55,9374,483,OK552760,ncbi-curated
AL_1a,54,1,482,429,OK552761,ncbi-curated
AL_1a,8946,55,9374,483,OK552761,ncbi-curated
AL_1a,54,1,482,429,OK552762,ncbi-curated
AL_1a,8946,55,9374,483,OK552762,ncbi-curated
AL_1a,54,1,482,429,OK552763,ncbi-curated
AL_1a,8946,55,9374,483,OK552763,ncbi-curated
AL_1a,54,1,482,429,OK552764,ncbi-curated
AL_1a,8946,55,9374,483,OK552764,ncbi-curated
AL_1a,54,1,482,429,OK552765,ncbi-curated
AL_1a,8946,55,9374,483,OK552765,ncbi-curated
AL_1a,54,1,482,429,OK552766,ncbi-curated
AL_1a,8946,55,9374,483,OK552766,ncbi-curated
AL_1a,54,1,482,429,OK552767,ncbi-curated
AL_1a,8946,55,9374,483,OK552767,ncbi-curated
AL_1a,54,1,482,429,OK552768,ncbi-curated
AL_1a,8946,55,9374,483,OK552768,ncbi-curated
AL_1a,54,1,482,429,OK552769,ncbi-curated
AL_1a,8946,55,9374,483,OK552769,ncbi-curated
AL_1a,54,1,482,429,OK552770,ncbi-curated
AL_1a,8946,55,9374,483,OK552770,ncbi-curated
AL_1a,54,1,482,429,OK552771,ncbi-curated
AL_1a,8946,55,9374,483,OK552771,ncbi-curated
AL_1a,54,1,482,429,OK552772,ncbi-curated
AL_1a,8946,55,9374,483,OK552772,ncbi-curated
AL_1a,54,1,482,429,OK552773,ncbi-curated
AL_1a,8946,55,9374,483,OK552773,ncbi-curated
AL_1a,54,1,482,429,OK552774,ncbi-curated
AL_1a,8946,55,9374,483,OK552774,ncbi-curated
AL_1a,54,1,482,429,OK552775,ncbi-curated
AL_1a,8946,55,9374,483,OK552775,ncbi-curated
AL_1a,54,1,482,429,OK552776,ncbi-curated
AL_1a,8946,55,9374,483,OK552776,ncbi-curated
AL_1a,54,1,482,429,OK552777,ncbi-curated
AL_1a,8946,55,9374,483,OK552777,ncbi-curated
AL_1a,54,1,482,429,OK552778,ncbi-curated
AL_1a,8946,55,9374,483,OK552778,ncbi-curated
AL_1a,54,1,482,429,OK552779,ncbi-curated
AL_1a,8946,55,9374,483,OK552779,ncbi-curated
AL_1a,54,1,482,429,OK552780,ncbi-curated
AL_1a,8946,55,9374,483,OK552780,ncbi-curated
AL_1a,54,1,482,429,OK552781,ncbi-curated
AL_1a,8946,55,9374,483,OK552781,ncbi-curated
AL_1a,54,1,482,429,OK552782,ncbi-curated
AL_1a,8946,55,9374,483,OK552782,ncbi-curated
AL_1a,54,1,482,429,OK552783,ncbi-curated
AL_1a,8946,55,9374,483,OK552783,ncbi-curated
AL_1a,54,1,482,429,OK552784,ncbi-curated
AL_1a,8946,55,9374,483,OK552784,ncbi-curated
AL_1a,54,1,482,429,OK552785,ncbi-curated
AL_1a,8946,55,9374,483,OK552785,ncbi-curated
AL_1a,54,1,482,429,OK552786,ncbi-curated
AL_1a,8946,55,9374,483,OK552786,ncbi-curated
AL_1a,54,1,482,429,OK552787,ncbi-curated
AL_1a,8946,55,9374,483,OK552787,ncbi-curated
AL_1a,54,1,482,429,OK552788,ncbi-curated
AL_1a,8946,55,9374,483,OK552788,ncbi-curated
AL_1a,54,1,482,429,OK552789,ncbi-curated
AL_1a,8946,55,9374,483,OK552789,ncbi-curated
AL_3a,9015,1,9372,358,OK552790,ncbi-curated
AL_3a,9015,1,9372,358,OK552791,ncbi-curated
AL_3a,9015,1,9372,358,OK552792,ncbi-curated
AL_3a,9015,1,9372,358,OK552793,ncbi-curated
AL_3a,9015,1,9372,358,OK552794,ncbi-curated
AL_3a,9015,1,9372,358,OK552795,ncbi-curated
AL_3a,9015,1,9372,358,OK552796,ncbi-curated
AL_3a,9015,1,9372,358,OK552797,ncbi-curated
AL_3a,9015,1,9372,358,OK552798,ncbi-curated
AL_3a,9015,1,9372,358,OK552799,ncbi-curated
AL_3a,9015,1,9372,358,OK552800,ncbi-curated
AL_3a,9015,1,9372,358,OK552801,ncbi-curated
AL_3a,9015,1,9372,358,OK552802,ncbi-curated
AL_3a,9015,1,9372,358,OK552803,ncbi-curated
AL_3a,9015,1,9372,358,OK552804,ncbi-curated
AL_3a,9015,1,9372,358,OK552805,ncbi-curated
AL_3a,9015,1,9372,358,OK552806,ncbi-curated
AL_3a,9015,1,9372,358,OK552807,ncbi-curated
AL_3a,9015,1,9372,358,OK552808,ncbi-curated
